Announce Date,Target Name,Acquirer Name,Announced Total Value (mil.),Payment Type,Payment_Cash,Payment_Stock,Payment_Debt,TV/EBITDA,Target Ticker,Acquirer Ticker,Currency of Deal,Current/Completed Total Value,Deal Attributes,Current Target SIC Code,Current Acquirer SIC Code,Target Total Assets,Acquirer Total Assets,Acquirer Current Market Cap,Acquirer Price Earnings Ratio (P/E),Target Trailg 12Mth Dividend per Shar,Acquirer Trailg 12Mth Dividend per Shar,Target Dividend Payout Ratio,Acquirer Dividend Payout Ratio,Target Market Value of Equity,Acquirer Market Value of Equity,Acquirer Total Return Year To Date Pct,Target Trailg 12Mth Cashflow Net Inc,Acquirer Trailg 12Mth Cashflow Net Inc,Target R & D Expenditures,Acquirer R & D Expenditures,Target Inventories,Acquirer Inventories,Acquirer - Price Change 1 Year Percent (CHG_PCT_1Y),Acquirer - Price Change 5 Day Percent (CHG_PCT_5D),Acquirer Trailing 12 Mth COGS,Target Trailing 12 Mth COGS,Acquirer Trailing 12 month EBITDA per Share,Target Trailing 12 month EBITDA per Share,Target Sales/Revenue/Turnover,Acquirer Sales/Revenue/Turnover,Target Return on Common Equity,Acquirer Return on Common Equity,Target EBITDA(Earn Bef Int Dep & Amo),Acquirer EBITDA(Earn Bef Int Dep & Amo),Target Operating Margin,Acquirer Operating Margin,Target Total Debt to Total Assets,Acquirer Total Debt to Total Assets,Target Total Debt to Total Equity,Acquirer Total Debt to Total Equity,Target EBIT to Total Interest Expense,Acquirer EBIT to Total Interest Expense,Target Current Ratio,Acquirer Current Ratio,Target Financial Leverage,Acquirer Financial Leverage,Target GeoGrwth - Cash Flow per Share,Acquirer GeoGrwth - Cash Flow per Share,Target Net Income/Net Profit (Losses),Acquirer Net Income/Net Profit (Losses),Target Net Revenue Growth,Acquirer Net Revenue Growth,Target Asset Growth,Acquirer Asset Growth,Target Geometric Growth-EBITDA Tot Mkt VaL,Acquirer Geometric Growth-EBITDA Tot Mkt VaL
2003-10-27,FleetBoston Financial Corp,Bank of America Corp,48099.66,Stock,0,1,0,,FBF US,BAC US,USD,48253.81,Company Takeover,6021,6021,200235,3.41174e+06,352232,12.7432,1.4,1.08,58.179,27.9596,48567.9,396686,-9.98182,2598,30509,,,,,8.39552,-1.95398,,,,,14362,191567,14.9258,10.603,,,34.7721,33.3298,14.3506,24.2018,157.194,272.291,,,,,11.301,12.1759,,,2598,30509,0.715782,6.84042,5.13618,4.61286,,
2009-03-09,Schering-Plough Corp/Pre-merger with Merck & Co Inc,Merck & Co Inc,47147.32,Cash and Stock,1,1,0,15.62,SGP US,MRK US,USD,50981.29,"Company Takeover, Reverse Merger",,2834,23.3176,136866,295673,14.5802,,3.32,,45.1846,,260479,13.8182,-29.1639,18254,19.9837,15789,,6658,28.2662,-3.60688,16382,,10.9673,,,65011,,36.907,-26.7927,27479,,32.6376,16.7126,36.9222,32.2828,95.9591,,15.636,2.23412,1.5362,,2.56747,,10.1909,-29.1639,18254,,,-43.3344,16.8736,,-16.778
2014-06-15,Covidien Ltd,Medtronic PLC,46235.92,Cash and Stock,1,1,0,17.05,COV US,MDT US,USD,52630.09,Company Takeover,3841,3845,20701,91680,123651,22.0028,1.68,2.84,35.8604,76.9841,46855.8,129466,0.31751,1775,4614,546,2732,1408,5476,2.11028,-0.361757,12470,4298,7.10774,5.98668,10659,33537,17.9583,9.38072,2572,9048,18.6884,17.7565,24.366,32.3146,49.8419,61.3934,9.76471,8.16872,1.65876,1.84906,2.10439,1.84919,3.68032,0.307479,1662,4662,,,3.93112,1.88818,9.59197,-6.1538
1999-06-14,US West Inc,Qwest Communications International Inc,44747.97,Stock,0,1,0,8.46,USW US,0772031D US,USD,,Company Takeover,4813,4813,,29246,,,,,,,,,,,305,,,,,,,4699,,,,,11356,,2.81002,6747,4226,,11.254,,39.8379,100.014,109.667,,,,0.517402,3.81555,2.75804,,,,308,,,,-6.12743,,
2000-10-16,Texaco Inc,Chevron Corp,43623.25,Stock,0,1,0,8.38,677004Q US,CVX US,USD,45826.20,Company Takeover,2911,2911,30867,324012,380261,29.2474,1.8,6.84,38.6229,102.843,36735.5,303969,25.9458,2960,12299,466,427,1023,9711,24.5346,2.91087,133576,46978,19.8095,11.2344,50100,184432,22.0567,7.26102,5688,40525,7.52695,9.04073,23.2967,14.4263,50.7947,24.323,7.0618,11.9784,1.17864,1.1547,2.40452,1.71489,11.7897,26.543,2542,12299,,,6.5408,26.1051,-1.62433,-8.29264
2020-11-30,IHS Markit Ltd,S&P Global Inc,43598.58,Stock,0,1,0,25.03,2499073D US,SPGI US,USD,48240.70,Company Takeover,6200,7320,16913.9,61200,134355,29.8044,0.8,3.85,26.4236,26.5712,51000.2,159913,-14.7845,1206.8,4471,,,,,-16.2003,5.91006,4563,1708.3,25.4479,5.38706,4658.1,15336,13.3949,13.9097,2147.9,7755,33.5201,42.2405,29.3096,22.1928,52.17,37.5692,7.09083,22.5714,0.676511,0.824407,1.83415,1.88876,12.5514,4.60799,1206.8,4471,,,4.82609,1.62568,-4.18395,2.08296
2004-12-15,Nextel Communications Inc,Sprint Communications Inc,41412.59,Cash and Stock,1,1,0,8.12,NXTL US,0848680D US,USD,45885.30,Company Takeover,4812,4813,,85123,,,,,,,36830.3,,,,-1206,,,,1064,,,14938,,,4.87996,,33347,22.4546,,,9914,,5.28983,,48.0646,,217.535,,0.707014,,1.13317,,4.25223,,,,-1206,,,,7.78474,,
2009-12-14,XTO Energy Inc,Exxon Mobil Corp,41366.82,Stock,0,1,0,6.51,XTO US,XOM US,USD,34861.79,Company Takeover,1311,2911,,448980,635306,22.6525,,4,,59.7386,27563.5,502901,27.1723,,28844,,1228,,26302,41.3743,2.16401,277832,,13.8195,,,323905,10.4035,11.0283,,61981,,10.3543,,11.2205,,18.8946,,55.6186,,1.1528,,1.72524,,28.5842,,28844,,,,-0.991234,,-11.4469
2019-03-18,Worldpay Inc,Fidelity National Information Services Inc,41054.83,Cash and Stock,1,1,0,28.64,WP US,FIS US,USD,48431.71,Company Takeover,7389,7389,24888.5,33488,25401.3,13.6552,,1.6,,221.204,38159.3,34160.4,-25.1374,,382,,,,,-31.0665,3.55436,6741,,6.93724,5.64251,3925.4,10677,2.78554,2.58134,1433.6,3701,8.62587,16.3061,31.7609,39.8083,77.4677,95.8927,,4.45269,0.955936,0.589286,3.23054,2.27293,-1.58723,-5.58334,12.8,382,,,187.165,-0.876154,6.86086,-11.7554
2008-09-15,Merrill Lynch & Co Inc,Bank of America Corp,40452.30,Stock,0,1,0,2.63,MER US,BAC US,USD,18533.40,Company Takeover,6199,6021,602928,3.41174e+06,352232,12.7432,,1.08,,27.9596,,396686,-9.98182,1823,30509,,,,,8.38454,-1.95398,,,,,27315,191567,3.15499,10.603,5416,,-11.1688,33.3298,70.5968,24.2018,660.944,272.291,,,,,9.46568,12.1759,,,290,30509,-17.1333,6.84042,6.61555,4.61286,,
1998-06-24,Comcast Cable Holdings LLC,AT&T Corp,40135.75,Stock,0,1,0,16.07,TCOMA US,653707Q US,USD,50270.75,Company Takeover,4813,4813,,,,,,,,,21345.8,,,,,,,,,,,,,,4.56364,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-16,First Data Corp,Fiserv Inc,38170.65,Stock,0,1,0,12.79,FDC US,FISV US,USD,46716.66,Company Takeover,7389,7374,38327,80133,32495.8,9.40443,,,,,25608.2,35868.8,-8.3966,1007,3480,,,,,-74.1747,3.96584,8612,3794,16.3896,3.27873,9498,21193,24.4536,13.1669,2985,9180,19.9516,27.4525,45.918,37.1383,249.844,115.309,,3.68928,1.02003,1.03198,11.822,2.97596,,12.4216,1005,3480,,,-20.5971,3.8315,,-17.8306
2011-10-16,El Paso LLC,Kinder Morgan Inc,37572.46,Cash and Stock,1,1,0,17.44,1996074D US,KMI US,USD,39446.37,Company Takeover,4922,4922,24314,72748,75131.7,26.1478,0.04,1.17,21.305,85.5563,22874.6,61159.1,24.8664,165,3056,,,175,574,25.3132,4.03793,11484,188,3.20023,3.15464,4860,16937,3.79049,9.88119,2248,7189,23.2922,27.8916,53.3314,44.2885,181.738,99.2912,1.11968,2.62299,0.734171,0.637205,6.59274,2.33665,-2.04304,6.21598,141,3056,,,-3.78314,1.87797,7.71831,-5.27234
2000-07-10,SDL Inc,Viavi Solutions Inc,36203.48,Stock,0,1,0,2046.78,SDLI US,VIAV US,USD,11324.74,"Company Takeover, Tender Offer",3674,3674,460.953,1993.8,7579.16,898.587,,,,,27041,4203.05,84.6521,-160.712,-42,19.043,208.7,32.07,117.9,200.457,12.9591,539.9,196.821,0.61731,0.726147,187.021,1084.3,-8.57288,-5.53688,44.959,133.2,17.7713,5.30296,0.428677,33.9452,0.47031,86.747,119.125,1.91667,10.8552,1.5011,1.12238,2.55172,,-7.34774,25.213,34.8,,,,14.8304,,8.8636
2005-12-12,Burlington Resources Inc,ConocoPhillips,36089.18,Cash and Stock,1,1,0,7.53,929530Q US,COP US,USD,36100.17,"Company Takeover, Tender Offer",1311,2911,,121939,147139,19.4367,,3.18,,49.8434,32351.1,114688,29.1012,,7988,,,,1873,29.4397,8.70793,46302,,18.7815,14.3679,,58944,33.9897,12.3435,,23547,,20.438,,19.226,,36.3546,,9.72316,,1.29736,,1.89289,,28.8349,,7988,,,,-0.684965,,-17.403
1997-10-01,MCI Communications Corp,WorldCom Inc - WorldCom Group,36071.34,Stock,0,1,0,10.37,0598884D US,WCOEQ US,USD,47123.05,Company Takeover,4813,4813,25510,91901,,,0.05,,23.4899,,42667.9,19969.2,,-70,1202,,,,,,,8153,13688,2.17652,3.64222,19653,21348,-1.1046,1.9015,2793,7170,3.43459,14.2824,21.1172,26.8822,44.6646,42.8081,1.73969,1.99673,0.649704,1.38276,2.20681,1.6377,9.55299,11.0622,209,1524,,,11.0192,6.99475,15.4297,-15.2225
2009-11-03,Burlington Northern Santa Fe LLC,Berkshire Hathaway Inc,35767.00,Cash or Stock,1,1,0,8.75,BNI US,BRK/A US,USD,35767.00,"Company Takeover, Additional Stake Purchase",4011,6331,96170,1.22218e+06,1.02549e+06,28.6458,,,,,,1.08557e+06,-4.76017,5476,66968,,,1066,24424,-6.15324,-3.11955,264148,,76896.3,31.6255,23437,410522,10.6271,9.79933,10532,112241,31.8812,23.6572,25.4996,11.0762,48.4252,18.8093,6.70135,19.1592,0.880884,2.4966,1.9093,1.73843,,5.08321,5031,66968,,,1.68434,5.91872,,
2015-08-10,Precision Castparts Corp,Berkshire Hathaway Inc,35657.61,Cash,1,0,0,13.02,PCP US,BRK/A US,USD,35657.61,"Company Takeover, Additional Stake Purchase",3320,6331,19428,1.22218e+06,1.02549e+06,28.6458,0.12,,1.10032,,31511.8,1.08557e+06,-4.76017,1322,66968,,,3640,24424,-6.15324,-3.11955,264148,6665,76896.3,19.0957,10005,410522,11.4419,9.79933,2929,112241,26.027,23.6572,23.6051,11.0762,41.8545,18.8093,37.7391,19.1592,2.11249,2.4966,1.70352,1.73843,13.0414,5.08321,1530,66968,,,4.53029,5.91872,0.906924,
2005-06-30,MBNA Corp,Bank of America Corp,35365.99,Cash and Stock,1,1,0,,KRB US,BAC US,USD,35215.96,Company Takeover,6153,6021,,3.41174e+06,352232,12.7432,,1.08,,27.9596,,396686,-9.98182,,30509,,,,,8.37357,-1.95398,,,,,,191567,,10.603,,,,33.3298,,24.2018,,272.291,,,,,,12.1759,,,,30509,,6.84042,,4.61286,,
2000-01-18,E-Tek Dynamics Inc,Viavi Solutions Inc,35161.70,Stock,0,1,0,396.62,0623818D US,VIAV US,USD,,Company Takeover,3674,3674,230.496,1993.8,7579.16,898.587,,,,,15997.2,4203.05,84.6521,34.859,-42,14.687,208.7,20.367,117.9,200.457,12.9591,539.9,138.183,0.61731,1.62333,172.664,1084.3,14.2847,-5.53688,59.843,133.2,27.8217,5.30296,12.5343,33.9452,19.3027,86.747,30.5391,1.91667,2.19191,1.5011,4.25506,2.55172,,-7.34774,27.625,34.8,,,157.889,14.8304,,8.8636
2011-07-21,Medco Health Solutions Inc,Evernorth Health Inc,34321.55,Cash and Stock,1,1,0,11.34,MHS US,ESRX US,USD,34577.74,Company Takeover,5912,5912,16962.8,54255.8,,,,,,,27602.2,53547.6,,1367.7,4899.7,,,897.8,2124.9,,,92427.7,64525.5,12.9663,7.52366,70063.3,100065,34.0338,26.8606,3090.6,7296,3.69038,5.49045,29.7374,29.5165,125.812,88.3538,12.401,9.03767,0.763547,0.670001,4.25954,3.0854,9.2478,7.12621,1455.7,4517.4,,,-0.786674,4.85246,-4.97437,-9.9849
1999-09-07,CBS Corp/Old,Paramount Global,34104.03,Stock & Debt,0,1,1,27.57,667517Q US,PARA US,USD,43437.35,Company Takeover,5063,4833,33125,46172,,,,0.2,,,48017.1,8707.5,,780,-14,,,,1429,,,19619,4281,2.65341,2.31401,7373,29213,6.19023,-0.0843323,1625,-4583,12.9662,-18.0365,11.4626,34.2913,17.5292,94.3451,4.68627,-6.12674,1.7169,1.30225,2.11357,2.56693,,-10.7509,780,-6190,,,64.4819,-13.7665,22.0251,
2006-11-20,Equity Office Properties Trust,Blackstone Inc,34102.30,Cash,1,0,0,18.32,EOP US,BX US,USD,34102.30,"Company Takeover, Private Equity, PE Buyout, Real Estate",6798,6282,24773,47709,132164,27.7585,1.32,4.74,476.099,122.459,17174,189403,-28.7786,340.967,3019.21,,,,,-31.3032,-6.35684,,,9.34273,5.47921,3309.44,14450.3,4.3708,35.7772,1915.25,7291.79,28.635,48.3982,58.1136,27.8903,160.376,60.811,1.00775,,,,3.3971,5.40228,-4.20636,16.5668,340.967,3019.21,,9.03837,7.83252,9.75181,5.71097,
2020-10-27,Xilinx Inc,Advanced Micro Devices Inc,34092.30,Stock,0,1,0,37.23,XLNX US,AMD US,USD,47221.82,Company Takeover,3674,3674,5519.2,76926,310822,74.7341,0.37,,43.1045,,52652.3,350434,-10.9894,928.831,4335,904.639,8091,311.085,7920,94.0344,-10.8025,17487,1162.11,4.11977,4.76657,3147.6,34639,29.6127,7.19102,951.519,6894,23.9274,10.6643,27.9752,5.00091,53.4821,6.10645,14.0278,28.1985,5.99829,2.85003,1.96319,1.21221,9.05448,39.314,646.508,4335,,,17.5966,11.123,17.6705,-4.48048
2014-10-26,Williams Partners LP/Old,Williams Partners LP,33875.89,Stock,0,1,0,15.71,9123456D US,WPZ US,USD,29364.93,Company Takeover,4923,4922,22358,45903,,,3.642,2.443,239.736,267.407,23326.4,39641.2,,1012,703,,,193,113,,,5677,4864,2.96319,4.914,6685,10627,2.80161,3.08235,2100,2733,20.0748,9.72052,40.509,35.9388,85.7752,69.6399,2.94298,1.20819,0.539551,0.874643,2.21091,2.11963,1.58763,,1067,1517,,,13.4406,,13.1499,
2016-10-31,Level 3 Communications Inc,Lumen Technologies Inc,33500.20,Cash and Stock,1,1,0,12.63,LVLT US,LUMN US,USD,28868.01,Company Takeover,4813,4813,17653,34342,7013.14,,,,,,,7967.72,-10.296,-780,-1739,,,,,44.7808,-6.44295,6638,2841,1.94865,6.73925,6543,12402,,,1820,2352,1.36023,-6.54733,61.1794,54.8017,,,0.118509,-0.564673,1.55985,1.80159,,,12.2262,-4.65327,-780,-1739,,,7.46986,2.52567,,
2000-09-13,JP Morgan & Co Inc,JPMorgan Chase & Co,33469.53,Stock,0,1,0,2.29,3277Q US,JPM US,USD,28087.52,Company Takeover,6091,6021,260898,4.4249e+06,795827,14.881,4,5.8,34.1089,28.8429,26102.4,868793,-7.34361,2193,57048,,,,,13.6041,-0.20518,,,,87.7211,18071,280345,19.0771,16.6928,13837,,35.582,39.7896,54.675,25.9747,1247.01,317.118,,,,,24.4916,12.6333,,,2055,57048,25.647,2.75462,-0.0647343,10.5447,,
2006-07-24,HCA Inc/Old,"Merrill Lynch & Co Inc,KKR Group Co Inc (Fund: KKR 2006 Fund LP),KKR Group Co Inc (Fund: KKR Millennium Fund LP),Bain Capital Private Equity LP (Fund: Bain Capital Fund IX LP)",33064.07,Cash,1,0,0,8.26,3605818Q US,,USD,,"Company Takeover, Private Equity, PE Buyout",8062,,24131,,,,,,,,,,,1093,,,,802,,,,,,,,30052,,,,5306,,12.6481,,106.378,,,,1.91293,,1.52492,,,,,,1054,,,,-0.613674,,,
2018-10-28,Red Hat Inc,International Business Machine,31802.52,Cash,1,0,0,52.76,RHT US,IBM US,USD,31802.52,Company Takeover,7370,,5588.29,151880,224204,21.6455,,6.71,,59.1713,32820.7,277535,-17.8308,461.918,10593,668.542,8316,,1220,-3.63724,5.42473,28238,519.835,17.0161,3.76394,3362.07,67535,28.9615,35.3371,621.278,16881,15.2356,16.0776,5.39283,42.5382,18.6728,197.328,25.8207,5.59979,1.2722,0.955662,3.57781,4.82128,15.017,-7.08846,433.988,10593,,,2.07866,10.7199,8.76793,4.09405
1998-06-08,Wells Fargo & Co/Old,Wells Fargo & Co,30730.64,Stock,0,1,0,,2223Q US,WFC US,USD,32648.39,Company Takeover,6021,6021,97456,2.14863e+06,250569,13.0023,5.2,1.7,40.9735,26.8329,30259.1,288232,-11.8869,1297,21338,,,,,5.86784,-3.40546,,,,,9599,123529,10.0117,12.5415,,,29.3474,30.1067,9.945,22.1235,75.1959,259.701,,,,,7.89803,12.6079,-5.29154,,1155,21338,6.88798,1.70482,-10.4989,11.337,,
2010-03-08,Brookfield Property REIT Inc,"Fairholme Capital Management LLC,Pershing Square Capital Management LP,Brookfield Corp (Fund: Brookfield Real Estate Opportunity Fund II LP)",30713.63,Cash,1,0,0,26.27,BPYU US,,USD,27095.00,"Majority purchase, Cross Border, Bankruptcy/Liquidation, Private Equity",6798,,21880,,,,1.33,,,,12090.6,,,-797.637,,,,,,,,,,,1.29267,1529.55,,-50.855,,726.49,,5.3648,,74.5924,,393.232,,0.117008,,,,14.0485,,,,-711.461,,,,-0.42516,,,
2000-09-06,Associates First Capital Corp,Citigroup Inc,30294.29,Stock,0,1,0,,ASFZ US,C US,USD,26696.29,Company Takeover,6141,6021,,2.6572e+06,190440,15.3422,0.26,2.32,,33.3231,21.8566,203921,-5.36712,1560,14306,,,,,41.7066,-0.0176159,,,58.5453,12.5031,,168297,15.5252,6.79967,,108090,,23.2655,,33.8095,,420.156,,,,,,13.0817,,,,14306,,5.0358,,12.9309,,
2016-04-28,St Jude Medical Inc,Abbott Laboratories,30107.67,Cash and Stock,1,1,0,23.30,STJ US,ABT US,USD,29131.97,Company Takeover,3845,2834,13064,86713,196393,28.0829,1.22,2.36,37.1991,63.2685,22779.5,217579,-9.19685,658,6524,676,2942,909,6488,-19.423,-1.40077,19319,1979,6.40738,4.7034,5541,44328,15.5134,13.0749,1364,11560,18.5887,18.1668,48.9284,16.3021,158.14,26.7874,10,16.3347,1.32026,1.5759,2.82211,1.68474,-1.05234,4.18218,880,6524,,,28.1664,6.50871,10.2179,-3.59284
2019-11-25,TD Ameritrade Holding Corp,Charles Schwab Corp/The,29577.86,Stock,0,1,0,8.87,1981718D US,SCHW US,USD,25733.12,Company Takeover,6211,6211,43786,491000,170420,20.3026,1.23,1.08,30.2083,23.1474,19681.6,182618,-4.62994,1945,8852,,,,,21.7102,1.98668,,,9.19721,5.65557,5838,27675,21.5381,19.0331,3274,16575,49.8836,47.9035,8.2081,6.31365,41.3103,62.753,,,,,4.86775,10.9767,49.094,,2208,8852,10.5679,22.0086,16.7004,2.32514,,
1998-04-13,First Chicago NBD Corp,Bank One Corp,29573.09,Stock,0,1,0,,2428Q US,3621240Q US,USD,18827.99,Company Takeover,6021,6021,114096,326563,,,1.72,1.159,32.6463,33.312,25501.2,56865,,1558,3950,,,,,,,,,,,10098,20897,18.9267,16.8393,,,35.8374,29.9237,25.4777,35.2388,365.188,491.383,,,,,13.391,13.1828,22.464,-27.9054,1525,3535,2.51297,-2.09143,9.05858,17.475,,
2017-09-05,Collins Aerospace,RTX Corp,29500.19,Cash and Stock,1,1,0,21.18,COL US,RTX US,USD,30397.87,Company Takeover,3728,3724,19026,171079,278807,33.1201,1.32,2.67,20.9767,53.0897,23107.3,246175,14.23,1032,6732,1357,2807,2649,13364,55.9254,5.31089,70814,6382,10.1949,12.5354,8665,88603,15.6958,10.7368,2056,14173,16.9186,10.4963,41.6746,23.3553,111.456,59.5132,5.59542,5.06812,1.23303,1.02633,2.81544,2.66298,,24.2913,1032,6732,,,5.71762,5.04602,8.17221,-21.4738
2018-04-30,Andeavor,Marathon Petroleum Corp,29019.66,Cash or Stock,1,1,0,10.45,ANDV US,MPC US,USD,30022.63,Company Takeover,2911,2911,28573,83955,62408.3,22.0895,2.36,0.91,20.6579,6.85817,19824.1,47975.8,31.029,2125,4047,,,3630,10129,45.5802,8.88934,123582,35681,37.2286,22.4726,34975,132699,22.4322,23.0122,2546,12083,4.36026,6.24797,26.896,40.9243,57.2866,142.028,3.125,5.21775,1.37632,1.25927,3.20491,4.6301,0.460791,48.6566,1528,4047,,,40.0775,6.46352,25.4901,
2021-12-20,Cerner Corp,Oracle Corp,29005.19,Cash,1,0,0,20.95,CERN US,ORCL US,USD,29005.19,"Company Takeover, Tender Offer, Squeeze out",7373,7372,7434.16,168361,418816,26.5823,0.98,1.9,50.0029,38.1042,27504.3,580202,-24.046,589.473,15425,835.995,9860,28.159,303,-8.94951,1.06063,19193,1014.21,9.06588,4.94733,5764.82,57399,14.3407,70.5998,1458.13,25568,12.2862,30.7984,25.9762,64.7133,52.4692,519.586,13.0131,4.94075,1.50619,0.752964,1.83207,10.6101,9.96669,12.7785,555.596,12443,,,-1.15592,19.4253,11.5578,13.3367
2015-07-01,Chubb Corp/The,Chubb Ltd,28985.65,Cash and Stock,1,1,0,,9876566D US,CB US,USD,29820.69,Company Takeover,6331,6331,51286,272327,130890,13.9008,2.28,3.82,24.5177,14.743,30576.6,122071,7.42663,2028,10310,,,,,15.6132,-0.578893,,,,,14045,59690,12.3369,14.9661,,,20.0214,23.1329,6.4345,6.84802,20.2504,22.1224,,,,,3.14015,3.76602,,,2136,10310,,,,10.456,,
2016-01-25,Johnson Controls Inc,Johnson Controls International plc,28667.27,Cash or Stock,1,1,0,9.98,1436513D US,JCI US,USD,34669.56,"Company Takeover, Reverse Merger",2531,3999,35000,37939,85450.6,40.5803,1.16,1.54,,65.5272,29009.3,73294.9,17.1983,-847,3396,598,273,2810,1820,69.1739,-3.30143,15227,29807,5.31108,3.60523,36866,23596,-13.8887,23.337,2324,3528,3.86264,9.67113,40.56,29.4947,467.897,86.3826,4.17595,10.0529,0.983131,0.9288,5.29819,2.77809,12.7189,-6.19258,-847,3291,,,18.1554,-11.1395,14.4806,3.25539
2019-06-24,Caesars Holdings Inc,Caesars Entertainment Inc,28500.36,Cash or Stock,1,1,0,14.37,1816375D US,CZR US,USD,25920.10,Company Takeover,7011,7011,25345,31639,4884.5,,,,,,4623.86,4739.5,4.91664,-789,-502,,,35,43,-22.0527,20.4277,5743,4280,15.7481,2.07011,8742,11486,-29.7961,-13.1053,1713,3362,7.06932,16.1762,75.9203,80.9823,870.285,695.117,0.451095,0.797767,1.26466,0.800266,9.50009,8.38389,,,-1195,-502,,,-1.66828,-2.91807,-31.9242,-44.4771
2019-02-07,SunTrust Banks Inc,Truist Financial Corp,27894.88,Stock,0,1,0,,2370058D US,TFC US,USD,31389.77,Company Takeover,6021,6021,215543,547538,60747.1,12.1705,2.06,2.08,30.9595,53.7193,30549.5,62126.1,0.40671,2549,5307,,,,,7.39599,-1.63109,,,,,10431,30438,10.4972,8.42729,,,36.1663,31.2466,11.6162,12.9814,103.122,109.034,,,,,9.38054,9.13816,,-4.17806,2775,5307,2.51474,53.0276,4.65183,3.08033,,
2013-02-14,Kraft Heinz Foods Co,"Berkshire Hathaway Inc,3G Capital Inc (Fund: 3G Special Situations Fund III LP)",27597.25,Cash,1,0,0,14.05,HNZ US,,USD,27597.25,"PE Buyout, Company Takeover, Private Equity, Going Private",2030,,81786,,,,,,,,,,,-5846,,,,3167,,,,,16633,,-3.13043,24942,,-12.8697,,-3701,,-18.7194,,25.9445,,50.7765,,-4.93031,,1.15368,,1.87204,,-1.38357,,-5846,,,,-7.36348,,,
2007-04-02,First Data Corp,"KKR Group Co Inc (Fund: KKR 2006 Fund LP),AXA SA (Fund: AXA Co-investment Fund III LP),Neuberger Berman Group LLC (Fund: NB/NJ Custom Investment Fund LP)",27497.13,Cash,1,0,0,14.62,FDC US,,USD,27497.13,"Company Takeover, Private Equity, PE Buyout",7389,,38327,,,,,,,,25608.2,,,1007,,,,,,,,,3794,,3.27873,9498,,24.4536,,2985,,19.9516,,45.918,,249.844,,,,1.02003,,11.822,,,,1005,,,,-20.5971,,,
2006-05-29,Kinder Morgan Kansas Inc,"American International Group Inc,Carlyle Group Inc/The (Fund: Carlyle Partners IV LP),Goldman Sachs Capital Partners (Fund: GS Capital Partners V LP),Riverstone Holdings LLC (Fund: Carlyle/Riverstone Global Energy & Power Fund III LP),Highstar Capital LP (Fund: AIG Highstar Capital III LP)",27449.73,Cash,1,0,0,24.22,4621824Q US,,USD,27449.73,"Company Takeover, Private Equity, Management Buyout, PE Buyout",4923,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59325,,,,,,,,,,,,,,,,,,,,,,,,,
2006-10-02,Caesars Entertainment Corp/Old,"Management Group,Apollo Asset Management Inc (Fund: Apollo Investment Fund VI LP),AXA SA (Fund: AXA Co-investment Fund III LP),TPG Capital LP/US (Fund: TPG Partners V LP)",27159.94,Cash,1,0,0,11.61,HET US,,USD,27159.94,"Company Takeover, Cross Border, Private Equity, Management Buyout, PE Buyout",7993,,28979.2,,,,,,,,,,,-333.7,,,,52.7,,,,,3649,,,8834.5,,,,2285.8,,12.9107,,65.3679,,1066.92,,0.59255,,0.995889,,,,,,-666.7,,,,,,,
2007-05-21,Alltel Corp,"Goldman Sachs Capital Partners (Fund: GS Capital Partners VI LP),AXA SA (Fund: AXA Co-investment Fund III LP),TPG Capital LP/US (Fund: TPG Partners V LP)",27149.00,Cash,1,0,0,10.81,3692470Q US,,USD,27149.00,"Company Takeover, Private Equity, PE Buyout",4813,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.615,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-15,Lorillard LLC,Reynolds American Inc,26477.06,Cash and Stock,1,1,0,12.97,LO US,RAI US,USD,27622.49,Company Takeover,2111,2111,3508,51095,,,2.515,1.94,74.8947,41.5116,23526,92762.6,,1191,3411,25,101,404,1645,,,4878,2327,4.21945,6.10437,5052,12503,,15.7603,2180,10692,41.726,84.5317,101.511,25.7657,,60.6375,11.7765,16.8834,1.66393,0.85015,,2.58226,11.9185,-5.95436,1187,6073,,,-0.791855,-1.92898,8.10472,-2.79345
2022-06-13,Duke Realty Corp,Prologis Inc,26315.78,Stock,0,1,0,39.67,DRE US,PLD US,USD,22213.34,Company Takeover,6798,6798,10445.7,98724.3,132867,54.7458,1.12,4.04,46.2527,116.363,21145.9,118616,9.6898,949.107,3328.23,,,,,13.1536,-0.306486,,,6.50505,1.75101,1105.92,8790.13,16.1872,6.20905,651.989,6040.33,31.3814,38.8425,35.3188,36.1416,60.0962,61.7802,2.89704,3.07747,,,1.74512,1.8133,5.41737,5.99134,852.895,3328.23,,,14.6439,3.56172,9.56198,-3.83219
2007-07-03,Park Hotels & Resorts Inc/Old,"Blackstone Inc (Fund: Blackstone Capital Partners V LP),Blackstone Inc (Fund: Blackstone Real Estate Partners VI LP)",26235.42,Cash,1,0,0,15.27,0910150D US,,USD,26235.42,"Company Takeover, Private Equity, PE Buyout, Real Estate",7011,,,,,,,,,,13066.6,,,,,,,,,,,,,,4.44351,,,15.754,,,,,,,,,,,,,,,,,,,,,,,,,
