Announce Date,Acquirer Ticker,Target Ticker,Deal Description
2013-08-15,AB US,WPSL US,AllianceBernstein Holding LP acquired WP Stewart & Co Ltd for USD 64.56M. The transaction was announced on 8/15/2013 and completed on 12/13/2013.
2005-07-29,1709056D US,XTND US,Sybase Inc acquired Extended Systems Inc for USD 64.55M. The transaction was announced on 7/29/2005 and completed on 10/27/2005.
2007-06-08,CIVB US,FUBK US,Civista Bancshares Inc acquired Futura Banc Corp for USD 64.25M. The transaction was announced on 6/8/2007 and completed on 1/8/2008.
2004-02-17,SNBC US,597954Q US,Sun Bancorp Inc/NJ acquired Community Bancorp of New Jersey for USD 64.24M. The transaction was announced on 2/17/2004 and completed on 7/9/2004.
2002-02-09,JAKK US,368754Q US,JAKKS Pacific Inc acquired Toymax International Inc for USD 64.18M. The transaction was announced on 2/9/2002 and completed on 10/28/2002.
2002-05-14,BSX US,1833225D US,Boston Scientific Corp acquired BEI Medical Systems Inc for USD 64.10M. The transaction was announced on 5/14/2002 and completed on 7/3/2002.
2002-08-13,3097837Q US,HRKM US,Partners Trust Financial Group Inc acquired Herkimer Trust Corp Inc for USD 64.00M. The transaction was announced on 8/13/2002 and completed on 12/27/2002.
2000-12-22,991592Q US,SMOP US,Petrocorp Inc/Old acquired Southern Mineral Corp for USD 64.00M. The transaction was announced on 12/22/2000 and completed on 6/8/2001.
2000-03-23,2309719Q US,HSD US,Security Capital Group Inc acquired Homestead Village Inc/GA for USD 63.98M. The transaction was announced on 3/23/2000 and completed on 6/8/2000.
2013-01-29,LBAI US,SOMH US,Lakeland Bancorp Inc acquired Somerset Hills Bancorp for USD 63.96M. The transaction was announced on 1/29/2013 and completed on 6/3/2013.
1998-10-23,CDNW US,71444Q US,CDnow Inc acquired N2K Inc for USD 63.88M. The transaction was announced on 10/23/1998 and completed on 3/18/1999.
2001-06-14,UBSI US,CTRY US,United Bankshares Inc/WV acquired Century Bancshares Inc/DC for USD 63.87M. The transaction was announced on 6/14/2001 and completed on 12/10/2001.
2008-02-13,HL US,ILDS US,Hecla Mining Co acquired Independence Lead Mines Co for USD 63.77M. The transaction was announced on 2/13/2008 and completed on 11/2/2008.
2009-12-14,ON US,CAMD US,ON Semiconductor Corp acquired California Micro Devices Corp for USD 63.71M. The transaction was announced on 12/14/2009 and completed on 1/28/2010.
2011-08-15,OPLN US,OPNN US,OPENLANE Inc acquired OPENLANE Inc for USD 63.69M. The transaction was announced on 8/15/2011 and completed on 11/2/2011.
2013-03-05,SIFI US,NFSB US,SI Financial Group Inc acquired Newport Bancorp Inc for USD 63.65M. The transaction was announced on 3/5/2013 and completed on 9/9/2013.
2005-12-02,DHR US,VNWK US,Danaher Corp acquired Visual Networks Inc for USD 63.64M. The transaction was announced on 12/2/2005 and completed on 1/23/2006.
1999-12-28,TWAV US,3049827Q US,TaoWeave Inc acquired All Communications Corp for USD 63.55M. The transaction was announced on 12/28/1999 and completed on 5/19/2000.
2001-05-31,EQY US,UIRT US,Equity One Inc acquired United Investors Realty Trust for USD 63.38M. The transaction was announced on 5/31/2001 and completed on 9/24/2001.
1999-06-07,LTWO US,VIAX US,Learn2.com Inc acquired ViaGrafix Corp for USD 63.37M. The transaction was announced on 6/7/1999 and completed on 8/24/1999.
1999-05-03,TXN US,ISNR US,Texas Instruments Inc acquired Integrated Sensor Solutions Inc for USD 63.36M. The transaction was announced on 5/3/1999 and completed on 8/17/1999.
2017-06-16,EFX US,IDW CN,Equifax Inc acquired ID Watchdog Inc for USD 63.34M. The transaction was announced on 6/16/2017 and completed on 8/18/2017.
1998-09-21,TCI US,CMETS US,Transcontinental Realty Investors Inc acquired Continental Mortgage & Equity Trust for USD 63.25M. The transaction was announced on 9/21/1998 and completed on 12/1/1999.
1998-05-29,VLY US,WYNE US,Valley National Bancorp acquired Wayne Bancorp/Del for USD 63.24M. The transaction was announced on 5/29/1998 and completed on 10/19/1998.
2002-01-10,KRNY US,PLSK US,Kearny Financial Corp/MD acquired Pulaski Bancorp Inc for USD 63.20M. The transaction was announced on 1/10/2002 and completed on 10/21/2002.
2015-11-16,RILY US,UNTD US,On 05/06/2016 United Online Inc announced that it entered into a definitive agreement to be acquired by B. Riley Financial Inc. The Board of United Online elected not to negotiate with B. Riley Financial on 11/25/2015. The board believes that this offer under values the company. On 11/16/2015...
2007-05-03,ESIC US,EASY US,EasyLink Services International Corp acquired EasyLink Services Corp for USD 63.11M. The transaction was announced on 5/3/2007 and completed on 8/21/2007.
2000-10-10,UNH US,158239Q US,UnitedHealth Group Inc acquired Lifemark Corp for USD 63.00M. The transaction was announced on 10/10/2000 and completed on 2/12/2001.
2017-10-05,ROP US,ONVI US,Roper Technologies Inc acquired Onvia Inc for USD 62.95M. The transaction was announced on 10/5/2017 and completed on 11/20/2017.
2018-07-12,CNOB US,GHDS US,ConnectOne Bancorp Inc acquired Greater Hudson Bank for USD 62.90M. The transaction was announced on 7/12/2018 and completed on 1/3/2019.
2001-04-09,2740937Q US,AICA US,Mid-State Bancshares acquired Americorp for USD 62.88M. The transaction was announced on 4/9/2001 and completed on 10/1/2001.
2009-06-17,DNBK US,BNV US,Danvers Bancorp Inc acquired Beverly National Corp for USD 62.87M. The transaction was announced on 6/17/2009 and completed on 11/2/2009.
2000-11-02,FISI US,BATH US,Financial Institutions Inc acquired Bath National Corp for USD 62.59M. The transaction was announced on 11/2/2000 and completed on 5/1/2001.
2000-09-19,SNV US,301854Q US,Synovus Financial Corp acquired Carolina Southern Bank for USD 62.51M. The transaction was announced on 9/19/2000 and completed on 2/20/2001.
1999-03-24,IBCP US,3275Q US,Independent Bank Corp/MI acquired Mutual Savings Bank FSB/Bay City MI for USD 62.46M. The transaction was announced on 3/24/1999 and completed on 9/16/1999.
2006-06-28,NWBD US,QMXI US,New World Brands Inc acquired Qualmax Inc for USD 62.30M. The transaction was announced on 6/28/2006 and completed on 2/20/2009.
2002-09-25,KEY US,UBSC US,KeyCorp acquired Union Bankshares Ltd for USD 62.29M. The transaction was announced on 9/25/2002 and completed on 12/12/2002.
2002-08-28,FRME US,CNBD US,First Merchants Corp acquired CNBC Bancorp for USD 62.21M. The transaction was announced on 8/28/2002 and completed on 3/3/2003.
2001-01-23,2641504Q US,CENL US,Solectron Corp acquired Smart Modular Technologies MA Inc for USD 62.18M. The transaction was announced on 1/23/2001 and completed on 5/1/2001.
2019-07-24,ISBC US,GLDT US,Investors Bancorp Inc acquired Gold Coast Bancorp Inc for USD 62.12M. The transaction was announced on 7/24/2019 and completed on 4/6/2020.
1998-07-02,1822785D US,FMBD US,Union Planters Corp acquired First Mutual Bancorp Inc for USD 62.02M. The transaction was announced on 7/2/1998 and completed on 2/1/1999.
2002-08-06,UB US,VABT US,MUFG Americas Holdings Corp acquired Valencia Bank & Trust for USD 62.00M. The transaction was announced on 8/6/2002 and completed on 11/1/2002.
1998-01-29,AGATQ US,MROC US,US Aggregates Inc acquired Monroc Inc for USD 61.96M. The transaction was announced on 1/29/1998 and completed on 6/8/1998.
1998-12-11,812489Q US,VGHN US,Allied Digital Technologies Corp acquired Vaughn Communications Inc for USD 61.94M. The transaction was announced on 12/11/1998 and completed on 3/5/1999.
1998-12-03,FEIC US,MICN US,FEI Co acquired Micrion Corp for USD 61.93M. The transaction was announced on 12/3/1998 and completed on 8/16/1999.
2000-03-28,WYPT US,HARS US,Waypoint Financial Corp acquired Harris Financial Inc for USD 61.91M. The transaction was announced on 3/28/2000 and completed on 10/17/2000.
2004-01-12,FUR US,ATLRS US,Winthrop Realty Trust acquired Atlantic Realty Trust Inc for USD 61.88M. The transaction was announced on 1/12/2004 and completed on 8/3/2004.
2009-05-29,CLDX US,CRGN US,Celldex Therapeutics Inc acquired CuraGen Corp for USD 61.85M. The transaction was announced on 5/29/2009 and completed on 10/2/2009.
2004-03-19,WTNY US,725590Q US,Whitney Holding Corp/LA acquired Madison Bancshares Inc/FL for USD 61.77M. The transaction was announced on 3/19/2004 and completed on 8/24/2004.
1999-01-26,HU US,LFBI US,Hudson United Bancorp acquired Little Falls Bancorp Inc for USD 61.76M. The transaction was announced on 1/26/1999 and completed on 5/21/1999.
2001-05-31,CMD US,2832383Q US,Cantel Medical Corp acquired Medivators Inc for USD 61.76M. The transaction was announced on 5/31/2001 and completed on 9/10/2001.
2005-12-01,KIM US,ATLRS US,Kimco Realty Corp acquired Atlantic Realty Trust Inc for USD 61.72M. The transaction was announced on 12/1/2005 and completed on 4/3/2006.
1998-09-10,MDDS US,VFDA US,Monarch Dental Corp acquired Valley Forge Dental Associates Inc for USD 61.55M. The transaction was completed on 9/10/1998.
2020-10-01,VABK US,FBSS US,Virginia National Bankshares Corp acquired Fauquier Bankshares Inc for USD 61.54M. The transaction was announced on 10/1/2020 and completed on 4/1/2021.
1998-10-08,1436225D US,REDB US,Ascential Software Corp acquired Red Brick Systems Inc for USD 61.24M. The transaction was announced on 10/8/1998 and completed on 1/4/1999.
1999-05-17,CCTX US,ULTD US,Finastra USA Corp acquired Ultradata Corp for USD 61.22M. The transaction was announced on 5/17/1999 and completed on 8/16/1999.
2016-08-23,PFC US,CMOH US,Premier Financial Corp acquired Commercial Bancshares Inc/OH for USD 61.10M. The transaction was announced on 8/23/2016 and completed on 3/9/2017.
1998-04-24,CBCGQ US,FIKT US,Colonial BancGroup Inc/The acquired First Macon Bank & Trust Co for USD 61.00M. The transaction was announced on 4/24/1998 and completed on 10/1/1998.
2019-12-23,NFBK US,VSBN US,Northfield Bancorp Inc acquired VSB Bancorp Inc/NY for USD 60.90M. The transaction was announced on 12/23/2019 and completed on 7/9/2020.
2005-02-28,1339658D US,FSLO US,Pacific Capital Bancorp acquired First Bancshares Inc/San Luis Obispo CA for USD 60.83M. The transaction was announced on 2/28/2005 and completed on 8/1/2005.
2001-09-18,DVINQ US,370240Q US,Divine Inc acquired Eprise Corp for USD 60.80M. The transaction was announced on 9/18/2001 and completed on 12/7/2001.
2001-06-13,DHR US,0295005D US,Danaher Corp acquired Microtest Inc for USD 60.78M. The transaction was announced on 6/13/2001 and completed on 7/30/2001.
1998-10-16,DENTQ US,2508Q US,InterDent Inc acquired Dental Care Alliance Inc for USD 60.70M. The transaction was announced on 10/16/1998 and completed on 3/15/1999.
2010-08-30,EBIXQ US,1084331D US,Ebix Inc acquired ADAM Inc for USD 60.69M. The transaction was announced on 8/30/2010 and completed on 2/8/2011.
2006-06-13,838969Q US,896649Q US,Fidelity National Financial Inc/Old acquired Security Capital Corp for USD 60.66M. The transaction was announced on 6/13/2006 and completed on 9/14/2006.
1998-10-21,3372216Q US,303210Q US,Amegy Bancorporation Inc acquired Fort Bend Holding Corp for USD 60.62M. The transaction was announced on 10/21/1998 and completed on 4/1/1999.
2001-03-20,VLO US,763331Q US,Valero Energy Corp acquired Huntway Refining Co for USD 60.42M. The transaction was announced on 3/20/2001 and completed on 6/4/2001.
2016-07-28,BVH US,1523873D US,Bluegreen Vacations Holding Co acquired BBX Capital Corp /Old for USD 60.39M. The transaction was announced on 7/28/2016 and completed on 12/16/2016.
2022-08-01,NKLAQ US,RMO US,Nikola Corp acquired Romeo Power Inc for USD 60.37M. The transaction was announced on 8/1/2022 and completed on 10/17/2022.
2007-02-09,HTBK US,DBVB US,Heritage Commerce Corp acquired Diablo Valley Bank/Alamo CA for USD 60.36M. The transaction was announced on 2/9/2007 and completed on 5/22/2008.
2015-09-28,MCHB US,OCBB US,Mechanics Bancorp acquired Orange County Business Bank for USD 60.33M. The transaction was announced on 9/28/2015 and completed on 2/1/2016.
1999-10-05,RVTY US,VVID US,Revvity Inc acquired Vivid Technologies Inc for USD 60.28M. The transaction was announced on 10/5/1999 and completed on 1/18/2000.
2006-10-03,MFE US,GRMS US,McAfee Inc acquired Green Energy Management Services Holdings Inc for USD 60.21M. The transaction was announced on 10/3/2006 and completed on 12/4/2006.
2000-06-27,,EXPE US,A consortium led by Microsoft Corp acquired Expedia Group Inc for USD 60.00M. The transaction was completed on 6/27/2000.
2001-02-22,3414924Q US,QNTSQ US,Avaya Inc acquired Quintus Corp for USD 60.00M. The transaction was announced on 2/22/2001 and completed on 4/12/2001.
1999-12-20,BMS US,MRGAE US,Bemis Co Inc acquired Morgan Adhesives Co for USD 60.00M. The transaction was announced on 12/20/1999 and completed on 1/19/2000.
2010-07-15,PBCT US,SMTB US,People's United Financial Inc acquired Smithtown Bancorp Inc for USD 60.00M. The transaction was announced on 7/15/2010 and completed on 12/1/2010.
2002-07-22,FNFG US,FLBC US,First Niagara Financial Group Inc acquired Finger Lakes Bancorp Inc for USD 59.96M. The transaction was announced on 7/22/2002 and completed on 1/21/2003.
2007-03-28,COLB US,MNBH US,Columbia Banking System Inc acquired Mountain Bank Holding Co for USD 59.95M. The transaction was announced on 3/28/2007 and completed on 7/27/2007.
2001-08-21,TMO US,1026360Q US,Thermo Fisher Scientific Inc acquired Spectra-Physics Inc for USD 59.90M. The transaction was announced on 8/21/2001 and completed on 2/26/2002.
2008-03-10,BCR US,SHPI US,CR Bard Inc acquired Specialized Health Products International LLC for USD 59.60M. The transaction was announced on 3/10/2008 and completed on 6/9/2008.
1999-03-24,13620Z US,INLK US,A consortium led by Sterling Software Inc acquired Interlink Computer Sciences for USD 59.57M. The transaction was announced on 3/24/1999 and completed on 5/4/1999.
2001-05-23,724880Q US,3287401Q US,eXcelon Corp acquired C-Bridge Internet Solutions Inc for USD 59.55M. The transaction was announced on 5/23/2001 and completed on 9/20/2001.
2008-09-15,BBY US,NAPS US,Best Buy Co Inc acquired Napster Inc for USD 59.32M. The transaction was announced on 9/15/2008 and completed on 10/31/2008.
1999-08-27,NXWXQ US,237519Q US,Nx Networks Inc acquired OpenROUTE Networks Inc for USD 59.28M. The transaction was announced on 8/27/1999 and completed on 12/23/1999.
1999-05-10,AMNUQ US,2982Q US,ACT Manufacturing Inc acquired CMC Industries Inc for USD 59.21M. The transaction was announced on 5/10/1999 and completed on 7/30/1999.
1999-08-09,FSBK US,732126Q US,First South Bancorp Inc/NC acquired Green Street Financial Corp for USD 59.16M. The transaction was announced on 8/9/1999 and completed on 12/1/1999.
1996-04-25,SGID US,2987Q US,Silicon Graphics Inc/Old acquired Cray Research Inc for USD 59.14M. The transaction was announced on 4/25/1996 and completed on 7/1/1996.
2005-04-28,PACW US,FTAB US,PacWest Bancorp acquired First American Bank/Rosemead CA for USD 59.14M. The transaction was announced on 4/28/2005 and completed on 8/15/2005.
2017-03-29,MPB US,SDLJ US,Mid Penn Bancorp Inc acquired Scottdale Bank & Trust Co/The for USD 59.10M. The transaction was announced on 3/29/2017 and completed on 1/23/2018.
1998-12-17,2674129Q US,FFWD US,Sky Financial Group Inc acquired Wood Bancorp Inc for USD 59.09M. The transaction was announced on 12/17/1998 and completed on 7/19/1999.
2020-03-09,BASXQ US,CJ US,NexTier Oilfield Solutions Inc sold C&J Energy Services Inc to Basic Energy Services Inc for USD 59.00M. The transaction was completed on 3/9/2020.
1998-08-13,1520415D US,1121463D US,Commerce Bancorp LLC/NJ acquired Community First Banking Co/NJ for USD 58.92M. The transaction was announced on 8/13/1998 and completed on 1/15/1999.
2011-02-09,PAET US,XETA US,PAETEC Holding LLC acquired Xeta Technologies Inc for USD 58.63M. The transaction was announced on 2/9/2011 and completed on 6/1/2011.
